Time (hr),Temperature (°c),Forecast (°c),Rain (mm),Rain (%),Cloud (%),Pressure (mb),Wind (km/h),Gust (km/h),Direction (deg),Moonrise (hr),Moonset (hr),Sunrise (hr),Sunset (hr),Weather,Date,Moonrise (min),Moonset (min),Sunrise (min),Sunset (min),Season
6,25,28,4.6,100.0,58.0,1014.0,8.0,11.0,253.6,01:11 PM,12:46 AM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2017-07-01,791.0,766.0,395,1145,wet
9,26,29,0.1,100.0,51.0,1015.0,12.0,14.0,231.5,01:11 PM,12:46 AM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2017-07-01,791.0,766.0,395,1145,wet
12,29,32,0.4,100.0,70.0,1014.0,12.0,15.0,235.7,01:11 PM,12:46 AM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2017-07-01,791.0,766.0,395,1145,wet
15,27,30,0.3,100.0,81.0,1012.0,15.0,24.0,200.2,01:11 PM,12:46 AM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2017-07-01,791.0,766.0,395,1145,wet
18,27,30,0.0,0.0,43.0,1013.0,15.0,22.0,224.2,01:11 PM,12:46 AM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2017-07-01,791.0,766.0,395,1145,wet
21,26,29,0.0,0.0,40.0,1015.0,13.0,18.0,212.0,01:11 PM,12:46 AM,06:35 AM,07:05 PM,Moderate or heavy rain shower,2017-07-01,791.0,766.0,395,1145,wet
0,26,29,0.0,0.0,59.0,1015.0,16.0,23.0,265.2,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
3,25,28,3.1,100.0,62.0,1014.0,12.0,20.0,293.8,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
6,25,28,4.3,100.0,58.0,1015.0,7.0,10.0,321.3,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
9,27,30,0.3,100.0,72.0,1015.0,4.0,11.0,264.3,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
12,29,33,0.2,100.0,73.0,1014.0,13.0,17.0,222.5,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
15,29,32,0.3,100.0,82.0,1012.0,16.0,27.0,210.3,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
18,27,30,0.0,0.0,34.0,1013.0,18.0,26.0,227.1,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
21,26,29,0.0,0.0,49.0,1015.0,14.0,21.0,221.5,12:24 PM,12:03 AM,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-30,1464.0,723.0,394,1145,wet
0,26,29,0.0,0.0,53.0,1014.0,14.0,21.0,215.8,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
3,26,29,0.0,0.0,72.0,1013.0,13.0,19.0,210.6,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
6,26,28,1.3,100.0,83.0,1014.0,8.0,11.0,244.9,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
9,26,29,1.6,100.0,62.0,1015.0,6.0,9.0,240.0,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
12,27,30,1.5,100.0,87.0,1014.0,13.0,17.0,202.7,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
15,27,30,1.6,100.0,70.0,1012.0,12.0,26.0,203.0,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
18,27,30,1.1,100.0,77.0,1013.0,14.0,21.0,222.4,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
21,26,29,0.0,0.0,25.0,1015.0,12.0,18.0,230.4,11:36 AM,No moonset,06:34 AM,07:05 PM,Moderate or heavy rain shower,2017-06-29,696.0,,394,1145,wet
0,26,30,0.0,0.0,27.0,1015.0,14.0,22.0,228.1,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
3,26,29,0.0,0.0,74.0,1014.0,11.0,16.0,236.2,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
6,26,29,0.8,100.0,75.0,1015.0,9.0,12.0,232.1,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
9,26,29,1.5,100.0,89.0,1015.0,7.0,14.0,232.4,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
12,28,31,3.2,100.0,78.0,1014.0,12.0,20.0,249.2,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
15,28,32,0.0,0.0,30.0,1012.0,13.0,21.0,207.9,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
18,27,30,0.0,0.0,42.0,1013.0,16.0,24.0,203.8,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
21,26,29,0.0,0.0,51.0,1014.0,14.0,22.0,210.3,10:44 AM,11:17 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-28,644.0,1397.0,394,1144,wet
0,26,29,0.0,0.0,48.0,1014.0,7.0,11.0,226.1,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
3,26,29,0.0,0.0,37.0,1013.0,11.0,17.0,234.3,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
6,26,29,1.0,100.0,87.0,1014.0,10.0,13.0,251.7,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
9,28,31,0.0,0.0,47.0,1014.0,11.0,14.0,229.9,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
12,30,34,0.1,100.0,74.0,1013.0,12.0,15.0,185.1,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
15,29,34,0.1,100.0,84.0,1011.0,17.0,21.0,187.2,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
18,27,30,0.5,100.0,76.0,1012.0,14.0,20.0,208.7,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
21,27,30,0.0,0.0,21.0,1014.0,12.0,17.0,210.9,09:49 AM,10:28 PM,06:34 AM,07:04 PM,Moderate or heavy rain shower,2017-06-27,589.0,1348.0,394,1144,wet
0,26,29,2.7,100.0,84.0,1013.0,9.0,14.0,296.8,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
3,25,28,3.0,100.0,100.0,1012.0,13.0,22.0,357.8,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
6,25,28,3.4,100.0,57.0,1013.0,12.0,16.0,1.8,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
9,26,29,0.0,0.0,100.0,1013.0,12.0,17.0,334.1,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
12,27,30,0.2,100.0,71.0,1013.0,4.0,14.0,1.9,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
15,29,33,0.1,100.0,70.0,1010.0,8.0,16.0,238.2,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
18,27,30,1.5,100.0,100.0,1011.0,10.0,16.0,224.9,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
21,27,30,0.0,0.0,86.0,1013.0,10.0,16.0,226.9,08:51 AM,09:35 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-26,531.0,1295.0,393,1144,wet
0,25,28,0.0,0.0,25.0,1013.0,4.0,6.0,238.8,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
3,24,27,0.6,100.0,56.0,1012.0,7.0,10.0,287.5,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
6,25,28,0.2,100.0,75.0,1013.0,8.0,12.0,294.6,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
9,27,29,0.0,0.0,41.0,1014.0,9.0,12.0,266.7,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
12,28,32,1.0,100.0,89.0,1013.0,11.0,14.0,224.0,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
15,28,32,0.0,0.0,39.0,1010.0,16.0,23.0,226.5,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
18,27,31,0.0,0.0,29.0,1011.0,14.0,20.0,235.4,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
21,27,30,0.0,0.0,68.0,1013.0,12.0,18.0,257.0,07:50 AM,08:38 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-25,470.0,1238.0,393,1144,wet
0,27,30,0.0,0.0,47.0,1013.0,6.0,9.0,237.7,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
3,26,29,0.7,100.0,67.0,1012.0,4.0,12.0,200.6,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
6,26,29,0.2,100.0,54.0,1012.0,8.0,12.0,170.7,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
9,26,29,2.2,100.0,82.0,1013.0,14.0,17.0,177.2,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
12,27,30,0.7,100.0,87.0,1012.0,16.0,21.0,181.4,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
15,27,30,1.5,100.0,73.0,1010.0,15.0,28.0,186.6,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
18,26,29,1.3,100.0,86.0,1011.0,13.0,18.0,202.7,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
21,27,30,0.0,0.0,39.0,1013.0,8.0,11.0,214.5,06:47 AM,07:37 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-24,407.0,1177.0,393,1144,wet
0,27,31,0.0,0.0,45.0,1012.0,12.0,18.0,224.0,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
3,26,29,0.5,100.0,69.0,1011.0,13.0,18.0,221.3,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
6,25,28,6.0,100.0,52.0,1012.0,13.0,19.0,235.2,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
9,27,31,0.3,100.0,80.0,1012.0,15.0,21.0,228.4,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
12,28,33,0.1,100.0,57.0,1011.0,18.0,22.0,206.1,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
15,29,33,0.2,100.0,82.0,1010.0,19.0,27.0,193.6,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
18,28,32,0.0,0.0,73.0,1011.0,15.0,23.0,223.0,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
21,27,31,0.2,100.0,74.0,1012.0,9.0,12.0,221.2,05:45 AM,06:34 PM,06:33 AM,07:04 PM,Moderate or heavy rain shower,2017-06-23,345.0,1114.0,393,1144,wet
0,27,30,0.0,0.0,19.0,1012.0,14.0,21.0,246.3,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
3,26,29,0.2,100.0,78.0,1012.0,12.0,18.0,280.3,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
6,26,28,1.3,100.0,79.0,1012.0,13.0,18.0,289.1,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
9,27,30,0.0,0.0,16.0,1012.0,13.0,20.0,283.2,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
12,30,34,0.0,0.0,29.0,1011.0,12.0,20.0,243.3,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
15,31,36,0.2,100.0,79.0,1009.0,13.0,17.0,204.6,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
18,28,32,0.0,0.0,69.0,1010.0,10.0,20.0,208.7,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
21,28,32,0.0,0.0,32.0,1011.0,12.0,17.0,215.6,04:45 AM,05:31 PM,06:33 AM,07:03 PM,Heavy rain at times,2017-06-22,285.0,1051.0,393,1143,wet
0,25,28,1.5,100.0,100.0,1014.0,10.0,17.0,345.4,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
3,24,27,1.6,100.0,72.0,1013.0,11.0,16.0,357.0,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
6,24,26,3.3,100.0,70.0,1014.0,11.0,19.0,342.2,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
9,26,28,2.4,100.0,66.0,1015.0,15.0,26.0,334.6,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
12,28,32,4.6,100.0,57.0,1013.0,9.0,15.0,291.3,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
15,30,34,0.0,0.0,46.0,1011.0,13.0,16.0,264.4,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
18,27,31,1.4,100.0,87.0,1011.0,13.0,22.0,222.3,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
21,27,30,0.0,0.0,17.0,1013.0,14.0,21.0,233.5,03:49 AM,04:29 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-21,229.0,989.0,392,1143,wet
0,26,29,2.3,100.0,66.0,1013.0,17.0,26.0,225.7,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
3,25,27,4.0,100.0,77.0,1013.0,17.0,27.0,239.4,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
6,24,27,6.8,100.0,67.0,1013.0,15.0,22.0,258.9,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
9,25,28,3.1,100.0,77.0,1014.0,12.0,22.0,261.6,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
12,26,29,5.0,100.0,66.0,1014.0,10.0,14.0,229.7,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
15,25,28,0.8,100.0,63.0,1013.0,13.0,22.0,246.6,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
18,25,28,0.3,100.0,86.0,1013.0,8.0,15.0,245.4,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
21,26,28,0.0,0.0,88.0,1014.0,9.0,12.0,244.4,02:56 AM,03:31 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-20,176.0,931.0,392,1143,wet
0,27,30,0.0,0.0,27.0,1012.0,6.0,9.0,226.6,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
3,25,28,0.0,0.0,26.0,1011.0,7.0,10.0,239.9,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
6,25,28,0.2,100.0,84.0,1012.0,11.0,15.0,233.3,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
9,26,30,1.8,100.0,77.0,1013.0,15.0,25.0,228.0,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
12,29,33,3.5,100.0,70.0,1012.0,17.0,21.0,209.9,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
15,28,32,0.4,100.0,51.0,1011.0,22.0,32.0,205.9,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
18,27,31,0.5,100.0,79.0,1012.0,20.0,28.0,216.5,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
21,26,29,0.0,0.0,45.0,1013.0,15.0,21.0,225.9,02:07 AM,02:35 PM,06:32 AM,07:03 PM,Moderate or heavy rain shower,2017-06-19,127.0,875.0,392,1143,wet
0,26,28,0.0,0.0,75.0,1012.0,2.0,3.0,174.4,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
3,25,28,0.1,100.0,83.0,1011.0,5.0,7.0,105.3,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
6,26,28,0.0,0.0,25.0,1012.0,5.0,6.0,147.2,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
9,27,30,1.0,100.0,72.0,1012.0,8.0,13.0,179.8,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
12,28,32,1.2,100.0,89.0,1011.0,13.0,16.0,199.4,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
15,28,32,0.2,100.0,73.0,1009.0,14.0,24.0,197.5,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
18,27,30,0.1,100.0,83.0,1011.0,9.0,18.0,217.6,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
21,27,31,0.0,0.0,18.0,1012.0,9.0,13.0,211.5,01:20 AM,01:43 PM,06:32 AM,07:02 PM,Moderate or heavy rain shower,2017-06-18,80.0,823.0,392,1142,wet
0,26,29,1.3,100.0,73.0,1013.0,6.0,14.0,248.6,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
3,26,29,0.3,100.0,100.0,1013.0,12.0,17.0,258.2,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
6,25,28,0.2,100.0,88.0,1013.0,12.0,17.0,291.1,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
9,25,28,0.0,0.0,100.0,1013.0,11.0,18.0,304.2,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
12,27,31,0.0,0.0,97.0,1012.0,17.0,22.0,225.8,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
15,28,32,0.0,0.0,68.0,1010.0,22.0,31.0,204.6,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
18,27,30,0.4,100.0,84.0,1011.0,8.0,20.0,187.0,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
21,26,29,0.2,100.0,82.0,1012.0,6.0,9.0,164.1,12:33 AM,12:52 PM,06:31 AM,07:02 PM,Patchy rain possible,2017-06-17,753.0,1492.0,391,1142,wet
0,26,29,0.0,0.0,49.0,1013.0,14.0,20.0,250.5,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
3,26,29,0.0,0.0,63.0,1012.0,12.0,18.0,264.0,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
6,26,29,0.9,100.0,61.0,1013.0,12.0,16.0,282.9,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
9,28,31,0.1,100.0,89.0,1013.0,12.0,18.0,270.6,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
12,29,34,0.1,100.0,89.0,1012.0,16.0,28.0,230.8,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
15,28,32,1.8,100.0,74.0,1011.0,21.0,36.0,220.0,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
18,27,31,0.0,0.0,88.0,1012.0,21.0,29.0,226.5,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
21,27,30,0.0,0.0,60.0,1014.0,18.0,24.0,237.8,No moonrise,12:02 PM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-16,,1442.0,391,1142,wet
0,26,29,0.0,0.0,31.0,1013.0,8.0,12.0,239.2,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
3,26,29,0.0,0.0,26.0,1012.0,8.0,11.0,238.1,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
6,26,29,0.0,0.0,34.0,1013.0,7.0,10.0,269.9,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
9,27,31,0.4,100.0,85.0,1013.0,8.0,15.0,244.1,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
12,29,33,3.5,100.0,85.0,1012.0,12.0,21.0,205.1,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
15,27,31,0.3,100.0,79.0,1011.0,14.0,27.0,206.0,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
18,27,30,0.0,0.0,47.0,1011.0,15.0,23.0,228.9,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
21,26,29,0.0,0.0,28.0,1013.0,15.0,23.0,239.6,11:48 PM,11:13 AM,06:31 AM,07:02 PM,Moderate or heavy rain shower,2017-06-15,1428.0,673.0,391,1142,wet
0,26,29,2.0,100.0,100.0,1014.0,10.0,15.0,246.3,11:03 PM,10:24 AM,06:31 AM,07:01 PM,Moderate or heavy rain shower,2017-06-14,1383.0,624.0,391,1141,wet
3,26,28,0.7,100.0,96.0,1012.0,8.0,16.0,301.7,11:03 PM,10:24 AM,06:31 AM,07:01 PM,Moderate or heavy rain shower,2017-06-14,1383.0,624.0,391,1141,wet
6,24,27,1.1,100.0,80.0,1013.0,8.0,12.0,295.7,11:03 PM,10:24 AM,06:31 AM,07:01 PM,Moderate or heavy rain shower,2017-06-14,1383.0,624.0,391,1141,wet
9,26,29,1.6,100.0,57.0,1014.0,13.0,22.0,273.7,11:03 PM,10:24 AM,06:31 AM,07:01 PM,Moderate or heavy rain shower,2017-06-14,1383.0,624.0,391,1141,wet
12,27,31,4.9,100.0,100.0,1013.0,9.0,16.0,232.5,11:03 PM,10:24 AM,06:31 AM,07:01 PM,Moderate or heavy rain shower,2017-06-14,1383.0,624.0,391,1141,wet
15,27,31,3.1,100.0,60.0,1011.0,15.0,27.0,203.1,11:03 PM,10:24 AM,06:31 AM,07:01 PM,Moderate or heavy rain shower,2017-06-14,1383.0,624.0,391,1141,wet
